,sen1,sen2,sen3,colalab,colasc
5882,The mood of this memoir created by the author is a grateful and/or thankfull mood.,The mood is grateful because in the first several paragraphs it mentions how their home is not a high quality and they do not live a average middle class life but a severely lower-class life.,"However throughout the excerpt it is mentioned how whatever they lacked in quality they made up for with the coming together of their ""family"".",LABEL_1,0.5993181467056274
5884,"""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and love of cooking that is still with me today, and for which I am eternally gratefull.""","This sentence gives me an image of that happy family and puts me in a good mood, While it reminds me of my our family and the memories that we share among our kitchen.","Passionate Cuban music, which I adore to this day, filled the air mixing with the aromas in the kitchen.",LABEL_1,0.582450807094574
5887,Even when they struggled financially they still let everyone in.,Narciso's parents made the biggest sacrifice for him.,What they did for him created the beautiful moods described in the memor.,LABEL_1,0.9659762382507324
5888,the mood in the memoir can be exaessed in many different ways.,The memoir is mostly eprssed with gratitude from Narciso to his parents.,He describes in good detail all the sacrifices his parents made for him.,LABEL_1,0.5324013233184814
5889,"In the memoir ""Narciso Rodriguez"" from Home: The Blueprints of Our Lives has a happy mood.","The author talks about ""passionate Cuban music filled the air, mixing with the aromas of the kitchen"" In paragraph @NUM1 which makes the house seem very happy and joyful.","In paragraph @NUM1 the author also says ""within its walls, my young parents created our traditional Cuban home the very heart of our kitchen"" this makes the author seem very happy since they like to cook.",LABEL_1,0.5421976447105408
5890,People make sacrafices for the ones they love.,That is called being selfless.,"In the story, Narciso's parents are selfless.",LABEL_1,0.9555698037147522
5891,The mood created by the author was grateful.,"The mood is grateful because he gives thanks to his parents For ""... their love and sacrifice"" (@NUM1).",This memoir is based on the definition of family.,LABEL_1,0.5763003826141357
5892,"In the memoir ""Narciso Rodriguez"", by Narciso Rodriguez, the mood created by the author is a loving mood.",The mood created by the author was love.,Narciso's parents came all the way from Cuba to give him a better life.,LABEL_1,0.9298300743103028
5893,Rodriguez realized his parents were very hardworking.,He respected his parents and loved them for everything they have done for him.,"""I often tell them that what they did was a much more courageous thing than I could have ever done.""",LABEL_1,0.971235990524292
5894,"In the memoir ""Narciso Rodriguez,"" there is a loving and happy mood created by the author.","The author shows the love of his culture, home, and family.","It makes the reader think of their family and their culture, and what and who they grow up with.",LABEL_1,0.7728766202926636
5898,"The mood of this story also shows dedication, respect, admiration for loved ones.","The author says, ""I will always be grateful to my parents for their love and sacrifice.""",I know when I read this line I realized all that my parents have done for me.,LABEL_1,0.9247666001319884
5899,In the memoir by Narciso Rodriguez he created a mood of happiness and joyfulness.,"Narciso Rodriguez creates this mood by showing the generosity his parents have towards their son, family and friends.",I also feel another mood that Narciso expresses is love.iI say this because his parents sacrifice everything they had because they wanted a better Life for their son.,LABEL_1,0.6434826850891113
5901,There where many different moods that the author created in the memoir.,"The three most important moods where grateful, loving, and happy.",The first mood the author showed for this story was being grateful.,LABEL_1,0.8386318683624268
5902,The mood created by the author was mostly happiness and thankfulness.,Narciso's parents came to the @LOCATION1 with courage without any knowledge of the language nor culture.,Narciso feels thankful and graceful to his parents for their love and sacrifice.,LABEL_1,0.5888065099716187
5904,"During the whole memoir, the author describes how much he honors his parents such as how they not only told him life lessons but also showed him.","Narciso Rodriguez ended the story with a happy mood by stating he loves his parents for everything they have done for him overall, this memoir had a variety of different moods at certain times depending on what the author was talking about.","But mostly, the author was GRATEFUL.",LABEL_1,0.6171086430549622
